Name,size,SSSS,SSSC,SSSN,SSSO,SSSX,SSSM,SSCC,SSCN,SSCO,SSCX,SSCM,SSNN,SSNO,SSNX,SSNM,SSOO,SSOX,SSOM,SSXX,SSXM,SSMM,SCCC,SCCN,SCCO,SCCX,SCCM,SCNN,SCNO,SCNX,SCNM,SCOO,SCOX,SCOM,SCXX,SCXM,SCMM,SNNN,SNNO,SNNX,SNNM,SNOO,SNOX,SNOM,SNXX,SNXM,SNMM,SOOO,SOOX,SOOM,SOXX,SOXM,SOMM,SXXX,SXXM,SXMM,SMMM,CCCC,CCCN,CCCO,CCCX,CCCM,CCNN,CCNO,CCNX,CCNM,CCOO,CCOX,CCOM,CCXX,CCXM,CCMM,CNNN,CNNO,CNNX,CNNM,CNOO,CNOX,CNOM,CNXX,CNXM,CNMM,COOO,COOX,COOM,COXX,COXM,COMM,CXXX,CXXM,CXMM,CMMM,NNNN,NNNO,NNNX,NNNM,NNOO,NNOX,NNOM,NNXX,NNXM,NNMM,NOOO,NOOX,NOOM,NOXX,NOXM,NOMM,NXXX,NXXM,NXMM,NMMM,OOOO,OOOX,OOOM,OOXX,OOXM,OOMM,OXXX,OXXM,OXMM,OMMM,XXXX,XXXM,XXMM,XMMM,MMMM
GNP85,5,0.31,18.213,0,0,0,17.887,79.309,0,0.111,0,85.382,0,0,0,0,0,0,0.111,0,0,119.4,192.022,0,2.558,0,158.613,0,0,0,0,0,0,0.889,0,0,196.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.048,1705.42,856.687,994.547,0,123.81,160.767,662.44,0,1.175,258.535,0,12.299,0,0,104.141,4.551,114.665,0,0,68.959,0,0.694,0,0,0,19.562,0,0.718,0,0,2.546,0,0,0,126.006,0,0.377,0,0,0.778,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0.826,0,0,0,0,0,0,0,0,0.111,0,0,0,0,579.128
GNP86,5,0.206,17.081,0,0,0,13.57,80.951,0,0.223,0,92.558,0,0,0,0,0,0,0,0,0,104.654,205.629,1.286,5.338,0,176.601,0,0,0,0,0,0,0.555,0,0,208.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.239,1451.771,1009.946,1263.792,0,127.478,144.109,778.8,0,1.709,404.817,0,7.534,0,0,121.752,2.567,118.166,0,0,110.983,0,0,0,0,0.107,31.532,0,0.599,0,0,2.546,0,0,0,159.261,0,0.502,0,0,0.907,0,0,0,0,0,0.935,0,0,0,0,0,0,0,0,0,0.413,0,0,0,0,0,0,0,0,0.111,0,0,0,0,558.808
GNP87,5,0.206,15.95,0,0,0,13.056,83.002,0.108,0.669,0,87.945,0,0,0,0.107,0,0,0.223,0,0,98.612,192.329,5.682,5.894,0,174.25,0,0,0,0.428,0.24,0,1.444,0,0,205.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,258.259,1348.107,970.936,1735.72,0,141.337,93.577,822.449,0,7.903,747.548,0,11.523,0,0,138.243,1.75,149.669,0,0,268.11,0,0.926,0,0,0.747,102.317,0,0.479,0,0,2.214,0,0,0,165.567,0,0.126,0,0,2.203,0,0,0,0,0,10.421,0,0,0,0,0,0,0,0,0.107,1.789,0,0,0,0,0,0,0,0,0.553,0,0,0,0,546.412
GNP88,5,0.103,16.67,0,0,0,16.756,81.669,0,0,0,88.15,0,0,0,0,0,0,0,0,0,116.738,175.96,0,3.558,0,154.116,0,0,0,0,0.12,0,0.889,0,0,194.911,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,281.309,1076.397,473.474,917.334,0,131.555,43.826,551.29,0,0.854,362.645,0,12.077,0,0,106.788,0,24.14,0,0,76.566,0,0.81,0,0,0.107,95.367,0,0.359,0,0,3.432,0,0,0,126.514,0,0,0,0,0.518,0,0,0,0,0,2.405,0,0,0,0,0,0,0,0,0,8.394,0,0,0,0,0.12,0,0,0,1.217,0,0,0,0,563.075
GNP89,5,0.206,16.258,0,0,0,17.27,80.13,0,0,0,92.353,0,0,0,0,0,0,0,0,0,114.587,177.597,0.75,5.56,0,159.022,0,0,0,0,0,0,0.333,0,0,191.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.946,1072.112,586.696,956.162,0,138.688,45.391,494.094,0,0.748,461.125,0,12.853,0,0,111.98,0.7,25.106,0,0,134.925,0,0.231,0,0,0.107,41.828,0,0.479,0,0,2.768,0,0,0,135.464,0,0,0,0,0.389,0,0,0,0,0,1.069,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,565.31
GNP90,5,0,13.583,0,0,0,12.644,86.799,0,0.111,0,90.713,0,0,0,0,0,0,0.111,0,0,97.896,200.513,4.502,5.56,0,172.002,0,0,0,0.643,0.12,0,0.889,0,0,201.957,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0.111,0,0,0,249.284,941.002,685.046,1335.901,0,141.439,60.708,1093.03,0,7.156,1044.567,0,8.642,0,0,135.698,0.35,45.142,0,0,236.185,0,1.273,0,0,1.28,390.986,0,0.12,0,0,1.882,0,0,0,170.855,0,0.126,0,0,5.702,0,0,0,0,0,22.178,0,0,0,0,0,0,0,0,0,47.885,0,0,0,0,0,0,0,0,0.332,0,0,0,0,550.476
GNP91,5,0.413,17.287,0,0,0,12.439,96.853,0,0.446,0,93.685,0,0,0,0,0,0,0,0,0,97.588,252.689,3.109,11.231,0,196.02,0,0.581,0,0.428,0.36,0,2.777,0,0,212.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,203.999,1371.199,649.133,1155.904,0,134.306,200.827,804.68,0,1.922,196.716,0,10.526,0,0,171.938,3.734,43.935,0,0,87.166,0,0.347,0,0,0.64,5.663,0,0.838,0,0,2.989,0,0,0,245.807,0,0.502,0,0,0.778,0,0,0,0,0,0.401,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0.442,0,0,0,0,514.916
GNP92,5,0.103,19.86,0,0,0,12.644,109.267,0.215,0,0,94.812,0,0,0,0,0,0,0,0,0,94.619,246.243,3.002,8.896,0,191.217,0,0.697,0,0.428,0,0,1.444,0,0,214.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,203.387,1675.184,990.199,1430.137,0,135.529,83.324,910.743,0,5.126,151.989,0,6.648,0,0,162.675,0.35,45.884,0,0,80.344,0,0.926,0,0,0.854,4.247,0,0.479,0,0,2.546,0,0,0,225.061,0,0.126,0,0,1.166,0,0,0,0,0,0.401,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.771
GNP93,5,0.103,21.3,0,0,0,13.261,99.931,0,0.223,0,94.915,0,0,0,0,0,0,0,0,0,97.281,234.274,3.109,10.564,0,189.275,0,0.348,0,0.428,0.24,0,1.778,0,0,214.006,0,0,0,0,0,0,0.116,0,0,0.107,0,0,0,0,0,0.111,0,0,0,201.449,2215.673,922.671,1231.063,0,140.42,159.306,691.192,0,2.67,278.588,0,9.972,0,0,164.202,3.618,124.943,0,0.112,82.388,0,1.273,0,0,0.747,17.773,0,0.718,0,0,2.325,0,0,0,221.399,0,0.628,0,0,0.389,0,0,0,0,0,0.401,0,0,0,0,0,0,0,0,0.107,0.413,0,0,0,0,0,0,0,0,0.221,0,0,0,0,540.926
GNP94,5,1.445,22.535,0,0,0,13.056,108.447,0,0,0,97.887,0,0,0,0,0,0,0,0,0,91.137,244.402,2.787,12.232,0,198.065,0,0,0,0,0.36,0,2.666,0,0,214.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.248,1705.525,1069.161,1777.929,0,141.134,76.5,895.503,0,3.952,392.496,0,10.415,0,0,171.225,0.233,36.47,0,0,135.64,0,0.81,0,0,0.32,26.285,0,0.599,0,0,2.214,0,0,0,240.519,0,0,0,0,0.518,0,0,0,0,0,1.202,0,0,0,0,0,0,0,0,0,0.413,0,0,0,0,0,0,0,0,0.885,0,0,0,0,522.434
GNP95,5,0.103,17.905,0,0,0,15.831,92.852,0.215,0.111,0,94.095,0,0,0,0,0,0,0,0,0,103.937,234.99,4.288,9.007,0,178.543,0,0,0,0.214,0.12,0,0.667,0,0,209.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.987,1821.822,1071.158,1934.203,0,137.567,93.176,951.632,0,5.554,789.486,0,15.401,0,0,153.309,1.517,90.477,0,0,221.835,0,1.273,0,0,1.387,105.859,0,1.317,0,0,3.764,0,0,0,191.195,0,0.377,0,0,24.106,0,0,0,0,0,16.834,0,0,0,0,0.116,0,0,0,0.107,2.477,0,0,0,0,0,0,0,0,1.327,0,0,0,0,547.022
GNP96,5,0.516,21.918,0,0,0,14.7,95.109,0.108,0,0,91.02,0,0,0,0,0,0,0,0,0,98.305,252.791,3.109,13.122,0,195.918,0,0.232,0,0,0,0,1.555,0,0,213.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.126,823.957,296.845,1093.475,0,133.898,41.813,560.077,0,2.243,401.96,0,10.194,0,0,170.411,1.167,25.347,0,0,108.364,0,1.041,0,0,0.533,73.617,0,0.599,0,0,2.657,0,0,0,242.756,0,0,0,0,0.13,0,0,0,0,0,2.271,0,0,0,0,0,0,0,0,0.107,4.816,0,0,0,0,0,0,0,0,0.221,0,0,0,0,523.552
GNP97,5,0.722,19.037,0,0,0,17.887,79.514,0,0,0,89.585,0,0,0,0,0,0,0,0,0,116.021,175.858,0.75,4.67,0,158.613,0,0,0,0,0,0,0.555,0,0,200.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.414,1011.705,303.024,1258.633,0,128.09,37.453,548.938,0,0.748,332.227,0,10.969,0,0,110.86,0.7,25.468,0,0,78.686,0,0.116,0,0,0.213,14.286,0,0.838,0,0,2.768,0,0,0,128.65,0,0,0,0,0.13,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0.111,0,0,0,0,568.054
GNP98,5,0,12.451,0,0,0,11.719,82.489,0,0.446,0,91.02,0,0,0,0,0,0,0.111,0,0,104.757,201.229,4.824,5.226,0,170.162,0,0,0,0.643,0.12,0,0.555,0,0,204.203,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0.222,0,0,0,246.734,1426.963,896.628,1705.289,0,138.586,57.837,1104.988,0,8.33,1120.401,0,7.756,0,0,134.68,0.7,37.912,0,0,222.809,0,0.578,0,0,1.387,348.601,0,0.359,0,0,1.882,0,0,0,171.974,0,0,0,0,4.018,0,0,0,0,0,20.975,0,0,0,0,0,0,0,0,0,42.381,0,0,0,0,0,0,0,0,0.221,0,0,0,0,551.797
GNP99,5,0.516,20.168,0,0,0,14.803,99.11,0.645,2.899,0,90.098,0,2.095,0,0,0.843,0,0,0,0,101.275,256.167,70.538,96.634,0,187.231,2.803,80.805,0,1.071,49.001,0,0,0,0,212.78,0,2.299,0,0,37.875,0,0,0,0,0,7.095,0,0,0,0,0,0,0,0,212.363,1828.674,617.594,1028.05,0,138.382,117.725,720.909,0,3.952,272.193,0,5.872,0,0,160.435,1.984,102.836,0,0,137.045,0,0.578,0,0,0.32,25.869,0,0.12,0,0,1.218,0,0,0,210.314,0,1.382,0,0,33.566,0,0,0,0,0,3.474,0,0,0,0,0,0,0,0,0,0.688,0,0,0,0,0,0,0,0,0,0,0,0,0,547.022
GNP100,5,0.826,21.815,0,0,0,16.345,107.626,0.967,3.01,0,94.505,0,0.815,0,0,0.843,0,0,0,0,100.968,260.055,76.005,117.428,0,193.465,2.466,136.651,0,0.428,76.623,0,1,0,0,212.27,0,1.21,0,0,5,0,0,0,0,0,4.644,0,0,0,0,0.111,0,0,0,205.325,1669.301,596.211,1136.768,0,137.057,121.75,719.172,0,7.049,324.308,0,10.637,0,0,166.237,2.451,118.286,0,0,108.863,0,0.81,0,0,0.854,33.848,0,0.239,0,0,2.546,0,0,0,230.451,0,1.382,0,0,2.981,0,0,0,0,0,1.737,0,0,0,0,0,0,0,0,0.107,0.688,0,0,0,0,0,0,0,0,0.774,0,0,0,0,528.023
GNP101,5,0.206,19.139,0,0,0,14.392,101.06,1.183,2.341,0,94.607,0,1.513,0,0,1.324,0,0.223,0,0,105.985,258.315,75.684,122.877,0,190.501,1.682,86.843,0,0.643,55.606,0,1.222,0,0,207.777,0.117,2.662,0,0,31.375,0,0,0,0,0.107,7.224,0,0,0,0,0.222,0,0,0,224.398,2349.748,727.582,1517.506,0,135.019,107.999,683.396,0,3.311,484.367,0,11.634,0,0,145.878,2.334,121.787,0,0.223,150.886,0,0.926,0,0,0.854,78.508,0,0.239,0,0,3.875,0,0,0,197.5,0,1.382,0,0,32.53,0,0,0,0,0,6.146,0,0.125,0,0,0,0,0,0,0.107,5.779,0,0,0,0,0,0,0,0,0,0,0,0,0,549.156
GNP102,5,1.135,21.918,0,0,0,15.317,100.136,0.86,2.118,0,95.427,0,2.444,0,0,1.324,0,0,0,0,98.92,261.078,102.483,197.045,0,189.581,2.242,93.461,0,0.214,58.969,0,1.778,0,0,209.615,0,2.42,0,0,30,0,0,0,0,0,8.385,0,0,0,0,0.111,0,0,0,203.081,1518.193,763.599,1709.76,0,147.961,177.313,805.429,0,4.699,573.741,0,7.424,0,0,177.333,4.085,96.077,0,0,127.942,0,0.463,0,0,0.64,81.982,0,0.359,0,0,1.993,0,0,0,235.739,0,1.382,0,0,18.274,0,0,0,0,0,6.279,0,0,0,0,0,0,0,0,0,2.614,0,0,0,0,0,0,0,0,0.221,0,0,0,0,526.803
GNP103,5,0.206,19.757,0,0,0,11.205,103.317,1.075,2.899,0,89.995,0,1.63,0,0,1.084,0,0,0,0,93.185,266.704,75.898,119.652,0,198.371,1.569,83.36,0,0.428,53.204,0,1.889,0,0,213.189,0,1.936,0,0,35.625,0,0,0,0,0,7.095,0,0,0,0,0.222,0,0,0,198.492,1683.79,565.954,2390.917,0,144.191,117.501,854.984,0,2.243,991.99,0,8.199,0,0,185.986,2.451,99.457,0,0.223,213.862,0,0.231,0,0,0.213,116.86,0,0.359,0,0,3.1,0,0,0,247.536,0,1.507,0,0,29.678,0,0,0,0,0,11.356,0,0,0,0,0,0,0,0,0,3.715,0,0,0,0,0,0,0,0,0.442,0,0,0,0,510.852
GNP104,5,0.722,21.3,0,0.112,0,14.495,105.882,0.967,2.564,0,93.275,0,1.28,0,0,0.963,0,0,0,0,98.612,259.441,69.895,96.967,0,184.267,0.897,138.625,0,0.535,82.268,0,0.778,0,0,208.594,0,1.331,0,0,5.875,0,0,0,0,0,8.385,0,0,0,0,0,0,0,0,205.121,779.18,351.913,1101.047,0,132.777,36.559,462.949,0,4.592,495.748,0,6.205,0,0,158.399,0.35,25.468,0,0.112,160.363,0,0.463,0,0,0.747,118.791,0,0.359,0,0,2.103,0,0,0,217.942,0,0.126,0,0,0.648,0,0,0,0,0,10.421,0,0,0,0,0,0,0,0,0.533,15.549,0,0,0,0,0,0,0,0,0.221,0,0,0,0,545.396
GNP105,5,0.31,18.11,0,0,0,18.401,81.874,1.398,3.679,0,90.507,0,2.212,0,0,1.324,0,0,0,0,117.147,185.679,68.394,148.009,0,152.686,1.569,85.449,0,0,52.964,0,1.222,0,0,190.623,0,3.146,0,0,31,0,0,0,0,0,5.805,0,0,0,0,0,0,0,0,277.536,1178.021,288.092,1503.084,0,126.663,37.565,443.613,0,0.641,380.976,0,10.858,0,0,107.093,0.233,21.967,0,0,139.289,0,0.347,0,0,0.107,53.797,0,0.239,0,0,2.989,0,0,0,133.531,0,0,0,0,2.074,0,0,0,0,0,32.198,0,0,0,0,0,0,0,0,0,3.715,0,0,0,0,0,0,0,0,0,0,0,0,0,568.155
GNP106,5,0,0,0,0,0,0,0.103,1.183,0,0,1.538,0.225,0.116,0,1.611,0,0,0.111,0,0,3.174,0.716,19.832,3.002,0,11.753,18.048,7.198,0,25.704,0.12,0,5.999,0,0,53.807,1.521,3.509,0,7.392,0.125,0,5.8,0,0,27.713,0,0,0,0,0,5.772,0,0,0,128.42,169.322,824.732,466.994,0,5.401,952.4,1174.772,0,21.467,186.053,0,27.922,0,0,10.587,399.123,533.143,0,24.574,161.61,0,24.875,0,0,26.248,24.196,0,3.83,0,0,36.42,0,0,0,61.63,63.354,86.287,0,9.211,80.093,0,8.442,0,0,15.624,22.178,0,1.994,0,0,12.832,0,0,0,48.716,0.55,0,0,0,0,0.957,0,0,0,25.327,0,0,0,0,738.204
GNP107,5,0,0,0,0,0,0,0.41,0,0.558,0,1.025,0,0.582,0,0.752,0,0,0.668,0,0,1.638,4.91,24.013,41.589,0,22.177,5.269,27.632,0,29.667,10.449,0,33.108,0,0,48.497,0.468,3.025,0,1.68,3.875,0,15.08,0,0,31.244,0.516,0,5.64,0,0,26.862,0,0,0,106.693,236.331,669.335,378.719,0,12.737,795.885,816.544,0,41.972,120.161,0,76.896,0,0,27.079,303.768,560.301,0,24.909,131.059,0,56.461,0,0,44.6,10.039,0,35.91,0,0,77.379,0,0,0,59.087,64.57,52.627,0,1.166,42.509,0,5.306,0,0,6.138,4.81,0,9.594,0,0,26.704,0,0,0,53.94,0,0,1.8,0,0,14.95,0,0,0,92.462,0,0,0,0,694.431
GNP108,5,0,0,0.108,0,0,0.103,2.257,6.128,0.781,0,6.253,1.236,0.233,0,6.766,0.241,0,1.003,0,0,8.09,6.24,57.995,20.35,0,27.287,34.303,55.147,0,80.218,6.485,0,18.665,0,0,55.236,3.627,10.043,0,15.12,8.5,0,26.1,0,0,82.712,0.645,0,2.28,0,0,15.762,0,0,0,150.656,222.868,584.451,462.115,0,9.681,640.264,948.998,0,62.585,218.64,0,47.866,0,0,22.192,166.763,526.022,0,50.153,242.919,0,108.527,0,0,85.68,29.215,0,22.144,0,0,41.513,0,0,0,50.748,8.877,38.811,0,5.247,33.566,0,21.105,0,0,24.664,11.623,0,16.946,0,0,44.275,0,0,0,130.053,0.688,0,2.315,0,0,8.372,0,0,0,40.48,0,0,0,0,629.421
GNP109,5,0,2.264,0,0,0,2.056,31.293,0,0,0,34.03,0,0,0,0,0,0,0,0,0,56.832,66.495,0.536,1.334,0,81.761,0,0,0,0,0,0,0.555,0,0,96.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,146.372,31.212,23.839,40.257,0,59,7.602,30.224,0,1.495,5.151,0,4.654,0,0,98.746,0,4.345,0,0,5.237,0,0.463,0,0,0.32,0,0,0,0,0,1.771,0,0,0,162.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664,0,0,0,0,678.993
GNP110,5,0.103,3.807,0,0,0,3.701,38.578,0,0,0,39.77,0,0,0,0,0,0,0,0,0,58.983,81.328,3.966,2.558,0,81.045,0,0.116,0,0.428,0,0,0.222,0,0,109.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,149.126,39.27,33.353,43.584,0,56.045,9.391,29.992,0,5.233,5.75,0,3.656,0,0,98.95,0.233,7.966,0,0,4.988,0,0.81,0,0,1.707,0,0,0,0,0,1.55,0,0,0,162.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0,0,0,0,677.267
GNP111,5,0,1.338,0,0,0,1.336,30.575,0,0,0,34.645,0,0,0,0,0,0,0,0,0,53.965,66.393,5.682,1.334,0,82.067,0,0,0,0.321,0,0,0.222,0,0,102.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,145.964,29.988,34.422,36.154,0,52.886,5.702,25.592,0,4.913,4.073,0,2.438,0,0,89.788,0,5.19,0,0.223,4.863,0,0.578,0,0,2.027,0,0,0,0,0,1.107,0,0,0,148.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,687.829
GNP112,5,0,1.338,0,0,0,1.439,28.318,0,0,0,31.365,0,0,0,0,0,0,0,0,0,47.821,60.255,6.325,0.556,0,74.607,0.112,0.116,0,0.214,0,0,0.111,0,0,92.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.334,25.704,32.925,30.941,0,46.466,5.031,24.086,0,5.126,4.073,0,1.884,0,0,87.65,0,4.587,0,0.223,2.993,0,0.578,0,0,2.774,0,0,0,0,0,0.886,0,0,0,138.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.025,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,700.728
GNP113,5,0,1.441,0,0,0,1.439,27.907,0,0,0,31.673,0,0,0,0,0,0,0,0,0,52.839,60.05,6.218,0.445,0,73.176,0.112,0.116,0,0,0,0,0.333,0,0,97.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,150.044,26.724,35.277,28.834,0,47.383,3.913,24.434,0,5.233,2.636,0,3.102,0,0,83.578,0,3.983,0,0.223,2.743,0,0.578,0,0,2.561,0.129,0,0,0,0,1.439,0,0,0,140.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,0,0,0,0,0,0,0,0,0,0.332,0,0,0,0,693.111
GNP114,5,0.103,8.952,0,0,0,8.738,66.997,0,0,0,65.497,0,0,0,0,0,0,0,0,0,86.529,147.008,7.826,0.334,0,140.013,0.336,0,0,0.857,0,0,0,0,0,159.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.942,115.567,110.428,60.108,0,91.914,16.546,64.964,0,13.243,10.542,0,1.33,0,0,121.345,0.233,15.329,0,0.447,16.585,0,0.116,0,0,5.335,0.772,0,0.12,0,0,0,0,0,0,180.618,0,0.251,0,0,2.333,0,0,0,0,0,1.336,0,0,0,0,0,0,0,0,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.17
GNP115,5,0.206,8.026,0,0,0,6.579,64.227,0.215,0,0,65.908,0,0,0,0,0,0,0,0,0,87.553,144.246,6.754,1.89,0,140.422,0.224,0.116,0,1.071,0.24,0,0.111,0,0,166.116,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,0,0,0,0,202.265,112.201,99.952,70.199,0,93.646,10.509,61.027,0,12.496,18.928,0,3.767,0,0,131.626,0.117,8.932,0,0.67,19.079,0,0.578,0,0,5.655,3.217,0,0.239,0,0,0.553,0,0,0,184.991,0,0.126,0,0,1.166,0,0,0,0,0,2.405,0,0,0,0,0,0,0,0,2.025,0.275,0,0,0,0,0,0,0,0,0.111,0,0,0,0,590.609
GNP116,5,0.31,9.261,0,0,0,8.224,69.665,0,0,0,64.78,0,0,0,0,0,0,0,0,0,85.71,154.169,6.861,2.002,0,135.517,0.336,0.232,0,1.392,0,0,0.111,0,0,163.359,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,0,0,0,0,194.208,113.629,92.682,75.633,0,94.054,9.838,57.784,0,12.175,25.278,0,3.435,0,0,121.447,0.117,10.139,0,0.335,21.324,0,0.926,0,0,5.762,4.247,0,0.239,0,0,0.443,0,0,0,176.347,0,0.126,0,0,2.074,0,0,0,0,0,3.206,0,0,0,0,0,0,0,0,2.452,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,608.694
GNP117,5,0.103,9.055,0,0,0,7.813,68.947,0,0,0,66.728,0,0,0,0,0,0,0,0,0,82.74,152.532,3.216,2.446,0,132.246,0.224,0,0,0.643,0.36,0,0.111,0,0,160.092,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,0,0,0,0,199.715,123.013,56.55,108.792,0,90.997,1.342,44.699,0,7.369,46.243,0,5.097,0,0,118.291,0,1.569,0,0,21.324,0,0.463,0,0,3.308,10.682,0,0,0,0,1.218,0,0,0,175.94,0,0,0,0,0.259,0,0,0,0,0,4.676,0,0,0,0,0,0,0,0,0.959,0.826,0,0,0,0,0,0,0,0,0.553,0,0,0,0,609.812
GNP118,5,0.103,8.129,0,0,0,7.504,67.305,0,0,0,66.522,0,0,0,0,0,0,0,0,0,81.921,153.658,2.466,4.559,0,138.276,0,0.116,0,0.643,0.24,0,0.667,0,0,161.011,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,0,0,0,0,200.735,121.483,37.949,134.41,0,90.691,0.335,27.792,0,3.204,59.301,0,8.975,0,0,113.71,0,0.362,0,0,13.966,0,0.231,0,0,1.494,16.86,0,0.718,0,0,2.989,0,0,0,175.228,0,0,0,0,0.259,0,0,0,0,0,2.806,0,0,0,0,0,0,0,0,0.746,1.376,0,0,0,0,0,0,0,0,0.664,0,0,0,0,613.368
GNP119,5,0.31,15.95,0,0,0,11.514,94.186,0,0.446,0,85.382,0,0,0,0,0,0,0,0,0,95.131,212.483,0,8.229,0,173.535,0,0,0,0,0.721,0,0.778,0,0,191.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.95,184.315,0,244.532,0,119.224,0,0,0,0,145.799,0,15.069,0,0,139.363,0,0,0,0,0,0,0,0,0,0,58.301,0,1.077,0,0,3.1,0,0,0,190.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.246,0,0,0,0,0,0,0,0,0.885,0,0,0,0,563.888
GNP120,5,0,0.206,0,0,0,0.308,4.514,6.235,2.453,0,13.735,0.787,0.698,0,4.296,0,0,2.005,0,0,12.288,7.57,62.498,33.694,0,44.355,33.182,43.422,0,55.906,3.963,0,34.441,0,0,106.286,4.797,13.673,0,12.656,4.5,0,18.096,0,0,45.475,0.129,0,2.76,0,0,24.864,0,0,0,178.195,276.72,711.23,698.454,0,9.782,423.154,1295.3,0,44.856,389.003,0,72.574,0,0,32.576,91.842,382.747,0,41.217,382.208,0,77.171,0,0,53.883,54.569,0,21.905,0,0,70.405,0,0,0,85.529,6.81,63.554,0,7.812,69.595,0,31.115,0,0,16.517,18.036,0,14.952,0,0,29.247,0,0,0,59.59,1.514,0,0.772,0,0,4.904,0,0,0,60.277,0,0,0,0,613.266
GNP121,5,0,0.823,0.216,0,0,1.131,8.003,15.373,1.338,0,15.682,1.461,0.116,0,16.54,0,0,0.334,0,0,30.925,34.066,98.088,21.795,0,53.655,26.904,12.655,0,90.285,0.24,0,10.777,0,0,94.34,1.872,0.968,0,13.104,0,0,2.668,0,0,95.231,0,0,0,0,0,3.552,0,0,0,232.557,504.978,767.233,1594.718,0,46.67,543.224,1231.273,0,93.13,1676.329,0,62.713,0,0,56.805,55.549,454.203,0,36.414,494.926,0,22.677,0,0,64.98,894.946,0,5.147,0,0,21.476,0,0,0,63.155,0.486,10.802,0,1.399,52.747,0,3.98,0,0,14.062,50.634,0,0.249,0,0,5.086,0,0,0,81.443,146.405,0,0,0,0,0,0,0,0,6.525,0,0,0,0,607.577
GNP122,5,0,0.206,0.108,0,0,0.308,2.975,5.375,1.004,0,7.688,0.112,0.466,0,6.229,0,0,1.114,0,0,11.264,3.99,48.776,21.462,0,32.295,9.192,30.418,0,50.337,5.044,0,26.442,0,0,80.148,0.351,1.452,0,3.808,2.5,0,14.732,0,0,51.36,0.387,0,2.64,0,0,19.647,0,0,0,162.08,526.702,663.03,1639.315,0,7.643,325.779,1717.323,0,45.924,1897.8,0,65.372,0,0,22.294,17.855,298.255,0,17.984,769.113,0,47.09,0,0,52.283,825.077,0,23.102,0,0,61.992,0,0,0,68.749,0.122,6.908,0,0.35,63.374,0,7.839,0,0,4.91,84.569,0,8.847,0,0,23.467,0,0,0,63.321,137.461,0,2.572,0,0,8.133,0,0,0,55.521,0,0,0,0,656.548
